"eventenglishtitle","eventarabictitle","eventarabicorganizername","eventenglishorganizername","eventstartingdate","eventendingdate","introductiondate","locationinarabic","locationinenglish","eventlogo","eventcategory","maplocationlongitude","maplocationlatitude","createddate","typeofevent"
"Horse riding program for children of determination 11","برنامج ركوب الخيل للأطفال من أصحاب الهمم 11","فريق نبض الامارات التطوعي بالتعاون مع ادارة أصحاب الهمم  في هيئة تنمية المجتمع  بدبي","Nabdhalemarat Volunteer Team, in cooperation with the Department of People of Determination in the CDA Dubai","01/04/2023 00:00:00","03/20/2023 00:00:00","01/04/2023 00:00:00","مركز شرطة الخيالة / فرع العوير","Dubai Mounted Police | مركز شرطة الخيالة - دبي","/StagingImages/EventsImages/1672639757405.jpeg","","55.51328099999999","25.16391399999999","01/02/2023 00:00:00","معرض"
"Horse riding program for children of determination 11","برنامج ركوب الخيل للأطفال من أصحاب الهمم 11","فريق نبض الامارات التطوعي بالتعاون مع ادارة أصحاب الهمم  في هيئة تنمية المجتمع  بدبي","Nabdhalemarat Volunteer Team, in cooperation with the Department of People of Determination in the CDA Dubai","01/04/2023 00:00:00","03/20/2023 00:00:00","01/04/2023 00:00:00","مركز شرطة الخيالة / فرع العوير","Dubai Mounted Police | مركز شرطة الخيالة - دبي","/StagingImages/EventsImages/1672639757405.jpeg","","55.51328099999999","25.16391399999999","01/02/2023 00:00:00","الأسرة والأطفال"
"Horse riding program for children of determination 11","برنامج ركوب الخيل للأطفال من أصحاب الهمم 11","فريق نبض الامارات التطوعي بالتعاون مع ادارة أصحاب الهمم  في هيئة تنمية المجتمع  بدبي","Nabdhalemarat Volunteer Team, in cooperation with the Department of People of Determination in the CDA Dubai","01/04/2023 00:00:00","03/20/2023 00:00:00","01/04/2023 00:00:00","مركز شرطة الخيالة / فرع العوير","Dubai Mounted Police | مركز شرطة الخيالة - دبي","/StagingImages/EventsImages/1672639757405.jpeg","","55.51328099999999","25.16391399999999","01/02/2023 00:00:00","مهرجان"
"Horse riding program for children of determination 11","برنامج ركوب الخيل للأطفال من أصحاب الهمم 11","فريق نبض الامارات التطوعي بالتعاون مع ادارة أصحاب الهمم  في هيئة تنمية المجتمع  بدبي","Nabdhalemarat Volunteer Team, in cooperation with the Department of People of Determination in the CDA Dubai","01/04/2023 00:00:00","03/20/2023 00:00:00","01/04/2023 00:00:00","مركز شرطة الخيالة / فرع العوير","Dubai Mounted Police | مركز شرطة الخيالة - دبي","/StagingImages/EventsImages/1672639757405.jpeg","","55.51328099999999","25.16391399999999","01/02/2023 00:00:00","احداث تجارية"
"Horse riding program for children of determination 11","برنامج ركوب الخيل للأطفال من أصحاب الهمم 11","فريق نبض الامارات التطوعي بالتعاون مع ادارة أصحاب الهمم  في هيئة تنمية المجتمع  بدبي","Nabdhalemarat Volunteer Team, in cooperation with the Department of People of Determination in the CDA Dubai","01/04/2023 00:00:00","03/20/2023 00:00:00","01/04/2023 00:00:00","مركز شرطة الخيالة / فرع العوير","Dubai Mounted Police | مركز شرطة الخيالة - دبي","/StagingImages/EventsImages/1672639757405.jpeg","","55.51328099999999","25.16391399999999","01/02/2023 00:00:00","حملات توعية"
"Horse riding program for children of determination 11","برنامج ركوب الخيل للأطفال من أصحاب الهمم 11","فريق نبض الامارات التطوعي بالتعاون مع ادارة أصحاب الهمم  في هيئة تنمية المجتمع  بدبي","Nabdhalemarat Volunteer Team, in cooperation with the Department of People of Determination in the CDA Dubai","01/04/2023 00:00:00","03/20/2023 00:00:00","01/04/2023 00:00:00","مركز شرطة الخيالة / فرع العوير","Dubai Mounted Police | مركز شرطة الخيالة - دبي","/StagingImages/EventsImages/1672639757405.jpeg","","55.51328099999999","25.16391399999999","01/02/2023 00:00:00","الصحة والبيئة"
" 13.01.2023 Food Distrution is Labour Camp","13.01.2023 توزيع الطعام في معسكر العمال","راكيش كول ، تارا شاه ، تانفير خان ولوكيش ميشرا","Rakesh Kaul  , Tara Shah , Tanveer Khan  & Lokesh Mishra","01/13/2023 00:00:00","01/13/2023 00:00:00","01/13/2023 00:00:00"," محيصنة 2","Muhaisanah 2","/StagingImages/EventsImages/1673168834825.jpeg","","55.39439619140623","25.44065351390233","01/08/2023 00:00:00","إجتماعي"
" 13.01.2023 Food Distrution is Labour Camp","13.01.2023 توزيع الطعام في معسكر العمال","راكيش كول ، تارا شاه ، تانفير خان ولوكيش ميشرا","Rakesh Kaul  , Tara Shah , Tanveer Khan  & Lokesh Mishra","01/13/2023 00:00:00","01/13/2023 00:00:00","01/13/2023 00:00:00"," محيصنة 2","Muhaisanah 2","/StagingImages/EventsImages/1673168834825.jpeg","","55.39439619140623","25.44065351390233","01/08/2023 00:00:00","الاعمال الخيرية"
"Esefni Program ( First Aid Emergency – Level 2) 2023"," برنامج أسعفني ( دورة الإسعافات الأولية الطارئة – مستوى 2) 2023","منال آل علي","Manal Al Ali","01/16/2023 00:00:00","12/31/2023 00:00:00","01/15/2023 00:00:00","مؤسسة دبي لخدمات الإسعاف","Dubai Corporation For Ambulance Services","/StagingImages/EventsImages/1673243254527-2.png","","56.1285858","24.8126387","01/09/2023 00:00:00","إجتماعي"
"Libraries Team - Mohammed bin Rashid Library","فريق المكتبات - مكتبة محمد بن راشد","فريق نبض الإمارات التطوعي برئاسة فخرية من الشيخة فاطمة بنت حشر بن دلموك وبالتعاون مع مكتبة محمد بن راشد","Nabdhalemarat Volunteer Team is pleased Chaired honorary by Sheikha Fatima bint Hasher bin Dalmouk In cooperation with the Mohammed bin Rashid Library","01/11/2023 00:00:00","01/18/2023 00:00:00","01/11/2023 00:00:00","مكتبة محمد بن راشد","Mohammed bin Rashid Library","/StagingImages/EventsImages/1673283451828.jpeg","","55.34387099999999","25.2208674","01/09/2023 00:00:00","آخر"
"Libraries Team - Mohammed bin Rashid Library","فريق المكتبات - مكتبة محمد بن راشد","فريق نبض الإمارات التطوعي برئاسة فخرية من الشيخة فاطمة بنت حشر بن دلموك وبالتعاون مع مكتبة محمد بن راشد","Nabdhalemarat Volunteer Team is pleased Chaired honorary by Sheikha Fatima bint Hasher bin Dalmouk In cooperation with the Mohammed bin Rashid Library","01/11/2023 00:00:00","01/18/2023 00:00:00","01/11/2023 00:00:00","مكتبة محمد بن راشد","Mohammed bin Rashid Library","/StagingImages/EventsImages/1673283451828.jpeg","","55.34387099999999","25.2208674","01/09/2023 00:00:00","إجتماعي"
"Libraries Team - Mohammed bin Rashid Library","فريق المكتبات - مكتبة محمد بن راشد","فريق نبض الإمارات التطوعي برئاسة فخرية من الشيخة فاطمة بنت حشر بن دلموك وبالتعاون مع مكتبة محمد بن راشد","Nabdhalemarat Volunteer Team is pleased Chaired honorary by Sheikha Fatima bint Hasher bin Dalmouk In cooperation with the Mohammed bin Rashid Library","01/11/2023 00:00:00","01/18/2023 00:00:00","01/11/2023 00:00:00","مكتبة محمد بن راشد","Mohammed bin Rashid Library","/StagingImages/EventsImages/1673283451828.jpeg","","55.34387099999999","25.2208674","01/09/2023 00:00:00","أشخاص ذوي الإعاقة"
"Libraries Team - Mohammed bin Rashid Library","فريق المكتبات - مكتبة محمد بن راشد","فريق نبض الإمارات التطوعي برئاسة فخرية من الشيخة فاطمة بنت حشر بن دلموك وبالتعاون مع مكتبة محمد بن راشد","Nabdhalemarat Volunteer Team is pleased Chaired honorary by Sheikha Fatima bint Hasher bin Dalmouk In cooperation with the Mohammed bin Rashid Library","01/11/2023 00:00:00","01/18/2023 00:00:00","01/11/2023 00:00:00","مكتبة محمد بن راشد","Mohammed bin Rashid Library","/StagingImages/EventsImages/1673283451828.jpeg","","55.34387099999999","25.2208674","01/09/2023 00:00:00","الشركات والأحداث"
"Libraries Team - Mohammed bin Rashid Library","فريق المكتبات - مكتبة محمد بن راشد","فريق نبض الإمارات التطوعي برئاسة فخرية من الشيخة فاطمة بنت حشر بن دلموك وبالتعاون مع مكتبة محمد بن راشد","Nabdhalemarat Volunteer Team is pleased Chaired honorary by Sheikha Fatima bint Hasher bin Dalmouk In cooperation with the Mohammed bin Rashid Library","01/11/2023 00:00:00","01/18/2023 00:00:00","01/11/2023 00:00:00","مكتبة محمد بن راشد","Mohammed bin Rashid Library","/StagingImages/EventsImages/1673283451828.jpeg","","55.34387099999999","25.2208674","01/09/2023 00:00:00","الاعمال الخيرية"
"Libraries Team - Mohammed bin Rashid Library","فريق المكتبات - مكتبة محمد بن راشد","فريق نبض الإمارات التطوعي برئاسة فخرية من الشيخة فاطمة بنت حشر بن دلموك وبالتعاون مع مكتبة محمد بن راشد","Nabdhalemarat Volunteer Team is pleased Chaired honorary by Sheikha Fatima bint Hasher bin Dalmouk In cooperation with the Mohammed bin Rashid Library","01/11/2023 00:00:00","01/18/2023 00:00:00","01/11/2023 00:00:00","مكتبة محمد بن راشد","Mohammed bin Rashid Library","/StagingImages/EventsImages/1673283451828.jpeg","","55.34387099999999","25.2208674","01/09/2023 00:00:00","الفنون والثقافة"
"Libraries Team - Mohammed bin Rashid Library","فريق المكتبات - مكتبة محمد بن راشد","فريق نبض الإمارات التطوعي برئاسة فخرية من الشيخة فاطمة بنت حشر بن دلموك وبالتعاون مع مكتبة محمد بن راشد","Nabdhalemarat Volunteer Team is pleased Chaired honorary by Sheikha Fatima bint Hasher bin Dalmouk In cooperation with the Mohammed bin Rashid Library","01/11/2023 00:00:00","01/18/2023 00:00:00","01/11/2023 00:00:00","مكتبة محمد بن راشد","Mohammed bin Rashid Library","/StagingImages/EventsImages/1673283451828.jpeg","","55.34387099999999","25.2208674","01/09/2023 00:00:00","مؤتمر"
"Libraries Team - Mohammed bin Rashid Library","فريق المكتبات - مكتبة محمد بن راشد","فريق نبض الإمارات التطوعي برئاسة فخرية من الشيخة فاطمة بنت حشر بن دلموك وبالتعاون مع مكتبة محمد بن راشد","Nabdhalemarat Volunteer Team is pleased Chaired honorary by Sheikha Fatima bint Hasher bin Dalmouk In cooperation with the Mohammed bin Rashid Library","01/11/2023 00:00:00","01/18/2023 00:00:00","01/11/2023 00:00:00","مكتبة محمد بن راشد","Mohammed bin Rashid Library","/StagingImages/EventsImages/1673283451828.jpeg","","55.34387099999999","25.2208674","01/09/2023 00:00:00","إجتماعي"
"Libraries Team - Mohammed bin Rashid Library","فريق المكتبات - مكتبة محمد بن راشد","فريق نبض الإمارات التطوعي برئاسة فخرية من الشيخة فاطمة بنت حشر بن دلموك وبالتعاون مع مكتبة محمد بن راشد","Nabdhalemarat Volunteer Team is pleased Chaired honorary by Sheikha Fatima bint Hasher bin Dalmouk In cooperation with the Mohammed bin Rashid Library","01/11/2023 00:00:00","01/18/2023 00:00:00","01/11/2023 00:00:00","مكتبة محمد بن راشد","Mohammed bin Rashid Library","/StagingImages/EventsImages/1673283451828.jpeg","","55.34387099999999","25.2208674","01/09/2023 00:00:00","معرض"
"Libraries Team - Mohammed bin Rashid Library","فريق المكتبات - مكتبة محمد بن راشد","فريق نبض الإمارات التطوعي برئاسة فخرية من الشيخة فاطمة بنت حشر بن دلموك وبالتعاون مع مكتبة محمد بن راشد","Nabdhalemarat Volunteer Team is pleased Chaired honorary by Sheikha Fatima bint Hasher bin Dalmouk In cooperation with the Mohammed bin Rashid Library","01/11/2023 00:00:00","01/18/2023 00:00:00","01/11/2023 00:00:00","مكتبة محمد بن راشد","Mohammed bin Rashid Library","/StagingImages/EventsImages/1673283451828.jpeg","","55.34387099999999","25.2208674","01/09/2023 00:00:00","الأسرة والأطفال"
"Libraries Team - Mohammed bin Rashid Library","فريق المكتبات - مكتبة محمد بن راشد","فريق نبض الإمارات التطوعي برئاسة فخرية من الشيخة فاطمة بنت حشر بن دلموك وبالتعاون مع مكتبة محمد بن راشد","Nabdhalemarat Volunteer Team is pleased Chaired honorary by Sheikha Fatima bint Hasher bin Dalmouk In cooperation with the Mohammed bin Rashid Library","01/11/2023 00:00:00","01/18/2023 00:00:00","01/11/2023 00:00:00","مكتبة محمد بن راشد","Mohammed bin Rashid Library","/StagingImages/EventsImages/1673283451828.jpeg","","55.34387099999999","25.2208674","01/09/2023 00:00:00","مهرجان"
"Libraries Team - Mohammed bin Rashid Library","فريق المكتبات - مكتبة محمد بن راشد","فريق نبض الإمارات التطوعي برئاسة فخرية من الشيخة فاطمة بنت حشر بن دلموك وبالتعاون مع مكتبة محمد بن راشد","Nabdhalemarat Volunteer Team is pleased Chaired honorary by Sheikha Fatima bint Hasher bin Dalmouk In cooperation with the Mohammed bin Rashid Library","01/11/2023 00:00:00","01/18/2023 00:00:00","01/11/2023 00:00:00","مكتبة محمد بن راشد","Mohammed bin Rashid Library","/StagingImages/EventsImages/1673283451828.jpeg","","55.34387099999999","25.2208674","01/09/2023 00:00:00","احداث تجارية"
"Libraries Team - Mohammed bin Rashid Library","فريق المكتبات - مكتبة محمد بن راشد","فريق نبض الإمارات التطوعي برئاسة فخرية من الشيخة فاطمة بنت حشر بن دلموك وبالتعاون مع مكتبة محمد بن راشد","Nabdhalemarat Volunteer Team is pleased Chaired honorary by Sheikha Fatima bint Hasher bin Dalmouk In cooperation with the Mohammed bin Rashid Library","01/11/2023 00:00:00","01/18/2023 00:00:00","01/11/2023 00:00:00","مكتبة محمد بن راشد","Mohammed bin Rashid Library","/StagingImages/EventsImages/1673283451828.jpeg","","55.34387099999999","25.2208674","01/09/2023 00:00:00","حملات توعية"
"Libraries Team - Mohammed bin Rashid Library","فريق المكتبات - مكتبة محمد بن راشد","فريق نبض الإمارات التطوعي برئاسة فخرية من الشيخة فاطمة بنت حشر بن دلموك وبالتعاون مع مكتبة محمد بن راشد","Nabdhalemarat Volunteer Team is pleased Chaired honorary by Sheikha Fatima bint Hasher bin Dalmouk In cooperation with the Mohammed bin Rashid Library","01/11/2023 00:00:00","01/18/2023 00:00:00","01/11/2023 00:00:00","مكتبة محمد بن راشد","Mohammed bin Rashid Library","/StagingImages/EventsImages/1673283451828.jpeg","","55.34387099999999","25.2208674","01/09/2023 00:00:00","الصحة والبيئة"
"Our winter is safe","شتاؤنا أمان","فريق نبض الإمارات التطوعي برئاسة فخرية من الشيخة فاطمة بنت حشر بن دلموك وبالتعاون مع الإدارة العامة للدفاع المدني - دبي  إدارة الحماية المدنية","Nabdhalemarat Volunteer Team, headed by Sheikha Fatima bint Hasher bin Dalmouk, is pleased to be honored by Sheikha Fatima bint Hasher bin Dalmouk And in cooperation with the General Directorate of Ci","01/13/2023 00:00:00","02/20/2023 00:00:00","01/13/2023 00:00:00","المخيمات الشتوية منطقة الطي"," the winter camps in the Al-Tay area the conditions","/StagingImages/EventsImages/1673518435330.jpeg","","55.5438117","25.2382164","01/12/2023 00:00:00","آخر"
"Our winter is safe","شتاؤنا أمان","فريق نبض الإمارات التطوعي برئاسة فخرية من الشيخة فاطمة بنت حشر بن دلموك وبالتعاون مع الإدارة العامة للدفاع المدني - دبي  إدارة الحماية المدنية","Nabdhalemarat Volunteer Team, headed by Sheikha Fatima bint Hasher bin Dalmouk, is pleased to be honored by Sheikha Fatima bint Hasher bin Dalmouk And in cooperation with the General Directorate of Ci","01/13/2023 00:00:00","02/20/2023 00:00:00","01/13/2023 00:00:00","المخيمات الشتوية منطقة الطي"," the winter camps in the Al-Tay area the conditions","/StagingImages/EventsImages/1673518435330.jpeg","","55.5438117","25.2382164","01/12/2023 00:00:00","إجتماعي"
"Our winter is safe","شتاؤنا أمان","فريق نبض الإمارات التطوعي برئاسة فخرية من الشيخة فاطمة بنت حشر بن دلموك وبالتعاون مع الإدارة العامة للدفاع المدني - دبي  إدارة الحماية المدنية","Nabdhalemarat Volunteer Team, headed by Sheikha Fatima bint Hasher bin Dalmouk, is pleased to be honored by Sheikha Fatima bint Hasher bin Dalmouk And in cooperation with the General Directorate of Ci","01/13/2023 00:00:00","02/20/2023 00:00:00","01/13/2023 00:00:00","المخيمات الشتوية منطقة الطي"," the winter camps in the Al-Tay area the conditions","/StagingImages/EventsImages/1673518435330.jpeg","","55.5438117","25.2382164","01/12/2023 00:00:00","أشخاص ذوي الإعاقة"
"Our winter is safe","شتاؤنا أمان","فريق نبض الإمارات التطوعي برئاسة فخرية من الشيخة فاطمة بنت حشر بن دلموك وبالتعاون مع الإدارة العامة للدفاع المدني - دبي  إدارة الحماية المدنية","Nabdhalemarat Volunteer Team, headed by Sheikha Fatima bint Hasher bin Dalmouk, is pleased to be honored by Sheikha Fatima bint Hasher bin Dalmouk And in cooperation with the General Directorate of Ci","01/13/2023 00:00:00","02/20/2023 00:00:00","01/13/2023 00:00:00","المخيمات الشتوية منطقة الطي"," the winter camps in the Al-Tay area the conditions","/StagingImages/EventsImages/1673518435330.jpeg","","55.5438117","25.2382164","01/12/2023 00:00:00","الشركات والأحداث"
"Our winter is safe","شتاؤنا أمان","فريق نبض الإمارات التطوعي برئاسة فخرية من الشيخة فاطمة بنت حشر بن دلموك وبالتعاون مع الإدارة العامة للدفاع المدني - دبي  إدارة الحماية المدنية","Nabdhalemarat Volunteer Team, headed by Sheikha Fatima bint Hasher bin Dalmouk, is pleased to be honored by Sheikha Fatima bint Hasher bin Dalmouk And in cooperation with the General Directorate of Ci","01/13/2023 00:00:00","02/20/2023 00:00:00","01/13/2023 00:00:00","المخيمات الشتوية منطقة الطي"," the winter camps in the Al-Tay area the conditions","/StagingImages/EventsImages/1673518435330.jpeg","","55.5438117","25.2382164","01/12/2023 00:00:00","الاعمال الخيرية"
"Our winter is safe","شتاؤنا أمان","فريق نبض الإمارات التطوعي برئاسة فخرية من الشيخة فاطمة بنت حشر بن دلموك وبالتعاون مع الإدارة العامة للدفاع المدني - دبي  إدارة الحماية المدنية","Nabdhalemarat Volunteer Team, headed by Sheikha Fatima bint Hasher bin Dalmouk, is pleased to be honored by Sheikha Fatima bint Hasher bin Dalmouk And in cooperation with the General Directorate of Ci","01/13/2023 00:00:00","02/20/2023 00:00:00","01/13/2023 00:00:00","المخيمات الشتوية منطقة الطي"," the winter camps in the Al-Tay area the conditions","/StagingImages/EventsImages/1673518435330.jpeg","","55.5438117","25.2382164","01/12/2023 00:00:00","الفنون والثقافة"
"Our winter is safe","شتاؤنا أمان","فريق نبض الإمارات التطوعي برئاسة فخرية من الشيخة فاطمة بنت حشر بن دلموك وبالتعاون مع الإدارة العامة للدفاع المدني - دبي  إدارة الحماية المدنية","Nabdhalemarat Volunteer Team, headed by Sheikha Fatima bint Hasher bin Dalmouk, is pleased to be honored by Sheikha Fatima bint Hasher bin Dalmouk And in cooperation with the General Directorate of Ci","01/13/2023 00:00:00","02/20/2023 00:00:00","01/13/2023 00:00:00","المخيمات الشتوية منطقة الطي"," the winter camps in the Al-Tay area the conditions","/StagingImages/EventsImages/1673518435330.jpeg","","55.5438117","25.2382164","01/12/2023 00:00:00","مؤتمر"
"Our winter is safe","شتاؤنا أمان","فريق نبض الإمارات التطوعي برئاسة فخرية من الشيخة فاطمة بنت حشر بن دلموك وبالتعاون مع الإدارة العامة للدفاع المدني - دبي  إدارة الحماية المدنية","Nabdhalemarat Volunteer Team, headed by Sheikha Fatima bint Hasher bin Dalmouk, is pleased to be honored by Sheikha Fatima bint Hasher bin Dalmouk And in cooperation with the General Directorate of Ci","01/13/2023 00:00:00","02/20/2023 00:00:00","01/13/2023 00:00:00","المخيمات الشتوية منطقة الطي"," the winter camps in the Al-Tay area the conditions","/StagingImages/EventsImages/1673518435330.jpeg","","55.5438117","25.2382164","01/12/2023 00:00:00","إجتماعي"
"Our winter is safe","شتاؤنا أمان","فريق نبض الإمارات التطوعي برئاسة فخرية من الشيخة فاطمة بنت حشر بن دلموك وبالتعاون مع الإدارة العامة للدفاع المدني - دبي  إدارة الحماية المدنية","Nabdhalemarat Volunteer Team, headed by Sheikha Fatima bint Hasher bin Dalmouk, is pleased to be honored by Sheikha Fatima bint Hasher bin Dalmouk And in cooperation with the General Directorate of Ci","01/13/2023 00:00:00","02/20/2023 00:00:00","01/13/2023 00:00:00","المخيمات الشتوية منطقة الطي"," the winter camps in the Al-Tay area the conditions","/StagingImages/EventsImages/1673518435330.jpeg","","55.5438117","25.2382164","01/12/2023 00:00:00","معرض"
"Our winter is safe","شتاؤنا أمان","فريق نبض الإمارات التطوعي برئاسة فخرية من الشيخة فاطمة بنت حشر بن دلموك وبالتعاون مع الإدارة العامة للدفاع المدني - دبي  إدارة الحماية المدنية","Nabdhalemarat Volunteer Team, headed by Sheikha Fatima bint Hasher bin Dalmouk, is pleased to be honored by Sheikha Fatima bint Hasher bin Dalmouk And in cooperation with the General Directorate of Ci","01/13/2023 00:00:00","02/20/2023 00:00:00","01/13/2023 00:00:00","المخيمات الشتوية منطقة الطي"," the winter camps in the Al-Tay area the conditions","/StagingImages/EventsImages/1673518435330.jpeg","","55.5438117","25.2382164","01/12/2023 00:00:00","الأسرة والأطفال"
"Our winter is safe","شتاؤنا أمان","فريق نبض الإمارات التطوعي برئاسة فخرية من الشيخة فاطمة بنت حشر بن دلموك وبالتعاون مع الإدارة العامة للدفاع المدني - دبي  إدارة الحماية المدنية","Nabdhalemarat Volunteer Team, headed by Sheikha Fatima bint Hasher bin Dalmouk, is pleased to be honored by Sheikha Fatima bint Hasher bin Dalmouk And in cooperation with the General Directorate of Ci","01/13/2023 00:00:00","02/20/2023 00:00:00","01/13/2023 00:00:00","المخيمات الشتوية منطقة الطي"," the winter camps in the Al-Tay area the conditions","/StagingImages/EventsImages/1673518435330.jpeg","","55.5438117","25.2382164","01/12/2023 00:00:00","مهرجان"
"Our winter is safe","شتاؤنا أمان","فريق نبض الإمارات التطوعي برئاسة فخرية من الشيخة فاطمة بنت حشر بن دلموك وبالتعاون مع الإدارة العامة للدفاع المدني - دبي  إدارة الحماية المدنية","Nabdhalemarat Volunteer Team, headed by Sheikha Fatima bint Hasher bin Dalmouk, is pleased to be honored by Sheikha Fatima bint Hasher bin Dalmouk And in cooperation with the General Directorate of Ci","01/13/2023 00:00:00","02/20/2023 00:00:00","01/13/2023 00:00:00","المخيمات الشتوية منطقة الطي"," the winter camps in the Al-Tay area the conditions","/StagingImages/EventsImages/1673518435330.jpeg","","55.5438117","25.2382164","01/12/2023 00:00:00","احداث تجارية"
"Our winter is safe","شتاؤنا أمان","فريق نبض الإمارات التطوعي برئاسة فخرية من الشيخة فاطمة بنت حشر بن دلموك وبالتعاون مع الإدارة العامة للدفاع المدني - دبي  إدارة الحماية المدنية","Nabdhalemarat Volunteer Team, headed by Sheikha Fatima bint Hasher bin Dalmouk, is pleased to be honored by Sheikha Fatima bint Hasher bin Dalmouk And in cooperation with the General Directorate of Ci","01/13/2023 00:00:00","02/20/2023 00:00:00","01/13/2023 00:00:00","المخيمات الشتوية منطقة الطي"," the winter camps in the Al-Tay area the conditions","/StagingImages/EventsImages/1673518435330.jpeg","","55.5438117","25.2382164","01/12/2023 00:00:00","حملات توعية"
"Our winter is safe","شتاؤنا أمان","فريق نبض الإمارات التطوعي برئاسة فخرية من الشيخة فاطمة بنت حشر بن دلموك وبالتعاون مع الإدارة العامة للدفاع المدني - دبي  إدارة الحماية المدنية","Nabdhalemarat Volunteer Team, headed by Sheikha Fatima bint Hasher bin Dalmouk, is pleased to be honored by Sheikha Fatima bint Hasher bin Dalmouk And in cooperation with the General Directorate of Ci","01/13/2023 00:00:00","02/20/2023 00:00:00","01/13/2023 00:00:00","المخيمات الشتوية منطقة الطي"," the winter camps in the Al-Tay area the conditions","/StagingImages/EventsImages/1673518435330.jpeg","","55.5438117","25.2382164","01/12/2023 00:00:00","الصحة والبيئة"
"FARMERS SOUQ 2023","سوق المزارعين 2023","فريق نبض الإمارات التطوعي برئاسة فخرية من الشيخة فاطمة بنت حشر بن دلموك وبالتعاون مع إدارة التسويق المؤسسي ببلدية دبي","Nabdhalemarat Volunteer Team, headed by Sheikha Fatima bint Hasher bin Dalmouk, is pleased to be honored by Sheikha Fatima bint Hasher bin Dalmouk In cooperation with the Department of Corporate Marke","01/17/2023 00:00:00","03/25/2023 00:00:00","01/16/2023 00:00:00","حديقة النخيل – دبي","Al Nakheel Park - Dubai","/StagingImages/EventsImages/1673844367386.jpeg","","55.5183222","25.1628437","01/16/2023 00:00:00","آخر"
"FARMERS SOUQ 2023","سوق المزارعين 2023","فريق نبض الإمارات التطوعي برئاسة فخرية من الشيخة فاطمة بنت حشر بن دلموك وبالتعاون مع إدارة التسويق المؤسسي ببلدية دبي","Nabdhalemarat Volunteer Team, headed by Sheikha Fatima bint Hasher bin Dalmouk, is pleased to be honored by Sheikha Fatima bint Hasher bin Dalmouk In cooperation with the Department of Corporate Marke","01/17/2023 00:00:00","03/25/2023 00:00:00","01/16/2023 00:00:00","حديقة النخيل – دبي","Al Nakheel Park - Dubai","/StagingImages/EventsImages/1673844367386.jpeg","","55.5183222","25.1628437","01/16/2023 00:00:00","إجتماعي"
"FARMERS SOUQ 2023","سوق المزارعين 2023","فريق نبض الإمارات التطوعي برئاسة فخرية من الشيخة فاطمة بنت حشر بن دلموك وبالتعاون مع إدارة التسويق المؤسسي ببلدية دبي","Nabdhalemarat Volunteer Team, headed by Sheikha Fatima bint Hasher bin Dalmouk, is pleased to be honored by Sheikha Fatima bint Hasher bin Dalmouk In cooperation with the Department of Corporate Marke","01/17/2023 00:00:00","03/25/2023 00:00:00","01/16/2023 00:00:00","حديقة النخيل – دبي","Al Nakheel Park - Dubai","/StagingImages/EventsImages/1673844367386.jpeg","","55.5183222","25.1628437","01/16/2023 00:00:00","أشخاص ذوي الإعاقة"
"FARMERS SOUQ 2023","سوق المزارعين 2023","فريق نبض الإمارات التطوعي برئاسة فخرية من الشيخة فاطمة بنت حشر بن دلموك وبالتعاون مع إدارة التسويق المؤسسي ببلدية دبي","Nabdhalemarat Volunteer Team, headed by Sheikha Fatima bint Hasher bin Dalmouk, is pleased to be honored by Sheikha Fatima bint Hasher bin Dalmouk In cooperation with the Department of Corporate Marke","01/17/2023 00:00:00","03/25/2023 00:00:00","01/16/2023 00:00:00","حديقة النخيل – دبي","Al Nakheel Park - Dubai","/StagingImages/EventsImages/1673844367386.jpeg","","55.5183222","25.1628437","01/16/2023 00:00:00","الشركات والأحداث"
"FARMERS SOUQ 2023","سوق المزارعين 2023","فريق نبض الإمارات التطوعي برئاسة فخرية من الشيخة فاطمة بنت حشر بن دلموك وبالتعاون مع إدارة التسويق المؤسسي ببلدية دبي","Nabdhalemarat Volunteer Team, headed by Sheikha Fatima bint Hasher bin Dalmouk, is pleased to be honored by Sheikha Fatima bint Hasher bin Dalmouk In cooperation with the Department of Corporate Marke","01/17/2023 00:00:00","03/25/2023 00:00:00","01/16/2023 00:00:00","حديقة النخيل – دبي","Al Nakheel Park - Dubai","/StagingImages/EventsImages/1673844367386.jpeg","","55.5183222","25.1628437","01/16/2023 00:00:00","الاعمال الخيرية"
"FARMERS SOUQ 2023","سوق المزارعين 2023","فريق نبض الإمارات التطوعي برئاسة فخرية من الشيخة فاطمة بنت حشر بن دلموك وبالتعاون مع إدارة التسويق المؤسسي ببلدية دبي","Nabdhalemarat Volunteer Team, headed by Sheikha Fatima bint Hasher bin Dalmouk, is pleased to be honored by Sheikha Fatima bint Hasher bin Dalmouk In cooperation with the Department of Corporate Marke","01/17/2023 00:00:00","03/25/2023 00:00:00","01/16/2023 00:00:00","حديقة النخيل – دبي","Al Nakheel Park - Dubai","/StagingImages/EventsImages/1673844367386.jpeg","","55.5183222","25.1628437","01/16/2023 00:00:00","الفنون والثقافة"
